Year,County Name,Type of Control,Total Revenue,Total Cost,Total Profit,Operating Margin
2013,Monterey,Non-Profit,1234902775.0,1195952315.0,38950460.0,8.56
2013,Ventura,Non-Profit,1368710079.0,1335176670.0,33533409.0,6.97
2013,Fresno,Non-Profit,3084182647.0,2989969416.0,94213231.0,8.53
2013,Contra Costa,City/County,720733972.0,729666753.0,-8932781.0,-25.57
2013,Kings,District,24210308.0,38456593.0,-14246285.0,-291.22
2013,Riverside,Investor,539118002.0,542446699.0,-3328697.0,-2.83
2013,Kern,Investor,4317493.0,4206788.0,110705.0,3.3
2013,Sacramento,Investor,4377123.0,3818876.0,558247.0,13.84
2013,Sacramento,Investor,4519743.0,3405884.0,1113859.0,24.85
2013,Santa Clara,Investor,4491806.0,4582985.0,-91179.0,-2.18
2013,San Joaquin,Non-Profit,1029806425.0,1039412292.0,-9605867.0,-6.4
2013,Los Angeles,Investor,40575771.0,101057729.0,9925718.0,28.09
2013,Kern,Non-Profit,212166653.0,202086536.0,10080117.0,11.21
2013,Riverside,Investor,2420426151.0,2360640975.0,59785176.0,14.45
2013,San Bernardino,Investor,471526336.0,466854058.0,4672278.0,4.46
2013,San Joaquin,Investor,616248559.0,610003878.0,6244681.0,7.46
2013,Los Angeles,Investor,37465503.0,38001015.0,-535512.0,-4.33
2013,Stanislaus,Investor,3748625813.0,3703080356.0,45545457.0,8.9
2013,Contra Costa,District,633124868.0,652545359.0,-19420491.0,-31.32
2013,Santa Cruz,Non-Profit,1438747642.0,1387129765.0,51617877.0,7.64
2013,Los Angeles,Non-Profit,970977055.0,953525429.0,17451626.0,11.04
2013,Los Angeles,Non-Profit,1097964306.0,1150364016.0,-52399710.0,-14.25
2013,Los Angeles,Investor,330453592.0,328504668.0,1948924.0,2.46
2013,Los Angeles,Investor,68611512.0,71288817.0,-2677305.0,-13.04
2013,Plumas,District,38971653.0,38961062.0,10591.0,-4.22
2013,Alameda,Non-Profit,1104183001.0,1137815333.0,-33632332.0,-11.11
2013,Riverside,Non-Profit,2527193948.0,2552625002.0,-25431054.0,-12.22
2013,Santa Clara,Non-Profit,2506409259.0,2417589013.0,88820246.0,9.13
2013,Imperial,City/County,605171956.0,602018363.0,3153593.0,-0.52
2013,El Dorado,City/County,3040882.0,3040882.0,0.0,0.0
2013,Stanislaus,Non-Profit,1057199628.0,1057593722.0,-394094.0,-3.39
2013,Los Angeles,Non-Profit,190359652.0,193426885.0,-3067233.0,-7.5
2013,Butte,Non-Profit,1587818145.0,1602722118.0,-14903973.0,-5.41
2013,Siskiyou,Non-Profit,142435132.0,138790240.0,3644892.0,5.57
2013,Orange,State,136220703.0,136220703.0,0.0,-0.79
2013,San Diego,District,207545952.0,215618275.0,-8072323.0,-19.98
2013,Butte,Non-Profit,1023241578.0,1015593510.0,7648068.0,2.66
2013,Los Angeles,Non-Profit,269196731.0,262995428.0,6201303.0,7.28
2013,Orange,Investor,1891590439.0,1876285960.0,15304479.0,4.41
2013,Mendocino,Non-Profit,121421130.0,115742669.0,5678461.0,10.64
2013,Alameda,Investor,75589644.0,60439765.0,15149879.0,39.11
2013,San Luis Obispo,Non-Profit,512886691.0,508431283.0,4455408.0,3.35
2013,Fresno,City/County,3509376.0,6750832.0,-3241456.0,0.0
2013,Fresno,Non-Profit,281569080.0,291592656.0,-10023576.0,-11.26
2013,Fresno,Investor,223142566.0,219841122.0,3301444.0,4.36
2013,Orange,Investor,412777074.0,398527357.0,14249717.0,12.92
2013,Los Angeles,Investor,1625536622.0,1596163122.0,29373500.0,10.4
2013,Los Angeles,Non-Profit,36232111.0,34980894.0,1251217.0,-0.08
2013,Monterey,Non-Profit,208230523.0,196944059.0,11286464.0,8.35
2013,Los Angeles,Non-Profit,2026722554.0,2014425165.0,12297389.0,1.32
2013,Los Angeles,Non-Profit,957430013.0,982540676.0,-25110663.0,-12.54
2013,Glenn,Non-Profit,33001651.0,32161373.0,840278.0,3.58
2013,Santa Barbara,Non-Profit,184666767.0,173214887.0,11451880.0,14.2
2013,Kern,Investor,57107154.0,58881419.0,-1774265.0,-6.67
2013,Los Angeles,Non-Profit,1322436212.0,1308180272.0,14255940.0,0.0
2013,Santa Clara,Investor,2855871109.0,2759902487.0,95968622.0,15.73
2013,Los Angeles,Investor,326603801.0,327091061.0,-487260.0,-4.97
2013,San Benito,District,255261480.0,255975271.0,-713791.0,-5.82
2013,Orange,Investor,38169396.0,38040824.0,128572.0,7.5
2013,Kern,Investor,42551131.0,35413526.0,7137605.0,35.14
2013,Orange,Investor,36598618.0,34530340.0,2068278.0,9.03
2013,Riverside,Investor,722218650.0,711851173.0,10367477.0,5.32
2013,Los Angeles,Non-Profit,1344412036.0,1317661982.0,26750054.0,6.03
2013,Sacramento,Investor,52685913.0,37542422.0,15143491.0,40.42
2013,San Bernardino,District,198761544.0,202041857.0,-3280313.0,-7.01
2013,Orange,Non-Profit,2374691864.0,2218957441.0,155734423.0,0.39
2013,Orange,Investor,266328943.0,243134920.0,23194023.0,22.02
2013,Los Angeles,Investor,661989590.0,637019275.0,24970315.0,17.24
2013,Los Angeles,Investor,966515802.0,936948045.0,29567757.0,11.71
2013,Orange,Non-Profit,213899929.0,212113502.0,1786427.0,1.55
2013,Los Angeles,Non-Profit,2201831956.0,2180688945.0,21143011.0,-0.94
2013,Humboldt,District,12337082.0,12213817.0,123265.0,-22.8
2013,San Francisco,Non-Profit,88478544.0,93925238.0,-5446694.0,-23.73
2013,Mariposa,District,30217600.0,28929420.0,1288180.0,-4.54
2013,Riverside,Investor,816486061.0,813156824.0,3329237.0,2.61
2013,Contra Costa,Non-Profit,87142980.0,88378800.0,-1235820.0,-3.77
2013,Contra Costa,Non-Profit,2010273321.0,2014282780.0,-4009459.0,-0.45
2013,Contra Costa,Non-Profit,2955761102.0,2882423248.0,73337854.0,9.53
2013,Los Angeles,Non-Profit,48471754.0,49803501.0,-1331747.0,-3.58
2013,Contra Costa,Non-Profit,0.0,0.0,0.0,0.0
2013,Los Angeles,Non-Profit,0.0,0.0,0.0,0.0
2013,Los Angeles,Non-Profit,0.0,0.0,0.0,0.0
2013,San Bernardino,Non-Profit,0.0,0.0,0.0,0.0
2013,Fresno,Non-Profit,0.0,0.0,0.0,0.0
2013,San Francisco,Non-Profit,0.0,0.0,0.0,0.0
2013,Los Angeles,Non-Profit,0.0,0.0,0.0,0.0
2013,Alameda,Non-Profit,0.0,0.0,0.0,0.0
2013,San Joaquin,Non-Profit,0.0,0.0,0.0,0.0
2013,Riverside,Non-Profit,0.0,0.0,0.0,0.0
2013,Alameda,Non-Profit,0.0,0.0,0.0,0.0
2013,Orange,Non-Profit,0.0,0.0,0.0,0.0
2013,Los Angeles,Non-Profit,0.0,0.0,0.0,0.0
2013,San Mateo,Non-Profit,0.0,0.0,0.0,0.0
2013,Riverside,Non-Profit,0.0,0.0,0.0,0.0
2013,Placer,Non-Profit,0.0,0.0,0.0,0.0
2013,Sacramento,Non-Profit,0.0,0.0,0.0,0.0
2013,San Diego,Non-Profit,0.0,0.0,0.0,0.0
2013,Santa Clara,Non-Profit,0.0,0.0,0.0,0.0
2013,Marin,Non-Profit,0.0,0.0,0.0,0.0
2013,Santa Clara,Non-Profit,0.0,0.0,0.0,0.0
2013,Sonoma,Non-Profit,0.0,0.0,0.0,0.0
2013,Sacramento,Non-Profit,0.0,0.0,0.0,0.0
2013,San Mateo,Non-Profit,0.0,0.0,0.0,0.0
2013,Los Angeles,Non-Profit,0.0,0.0,0.0,0.0
2013,Solano,Non-Profit,0.0,0.0,0.0,0.0
2013,Contra Costa,Non-Profit,0.0,0.0,0.0,0.0
2013,Los Angeles,Non-Profit,0.0,0.0,0.0,0.0
2013,Los Angeles,Non-Profit,0.0,0.0,0.0,0.0
2013,Solano,Non-Profit,0.0,0.0,0.0,0.0
2013,Santa Clara,Non-Profit,0.0,0.0,0.0,0.0
2013,Tulare,District,1636445398.0,1609958851.0,26486547.0,2.98
2013,Los Angeles,Non-Profit,32126416.0,32013415.0,113001.0,0.35
2013,Marin,Investor,63247495.0,58201237.0,5046258.0,13.67
2013,Kern,City/County,695261779.0,697346735.0,-2084956.0,-22.06
2013,Kern,District,68241328.0,68557790.0,-316462.0,-4.63
2013,Los Angeles,Investor,375830326.0,351114810.0,24715516.0,22.0
2013,Los Angeles,Investor,196282880.0,184344925.0,11937955.0,22.3
2013,Sacramento,Investor,48612569.0,45747456.0,2865113.0,14.76
2013,San Diego,Investor,88549911.0,86870077.0,1679834.0,5.27
2013,Orange,Investor,120327161.0,119108030.0,1219131.0,3.58
2013,Stanislaus,Investor,18403487.0,24532552.0,-6129065.0,-164.84
2013,San Bernardino,Investor,184383789.0,176659888.0,7723901.0,14.78
2013,Alameda,Investor,136591946.0,130352789.0,6239157.0,13.21
2013,Orange,Investor,262330949.0,261216483.0,1114466.0,1.74
2013,Los Angeles,Investor,2975130.0,2762740.0,212390.0,6.9
2013,Orange,Investor,206664383.0,200992028.0,5672355.0,7.62
2013,Los Angeles,City/County,1898082585.0,1760878952.0,137203633.0,-17.56
2013,Los Angeles,City/County,1017970103.0,974257003.0,43713100.0,-18.95
2013,Los Angeles,City/County,456183493.0,442856972.0,13326521.0,-20.55
2013,Los Angeles,City/County,2792567919.0,2797750932.0,-5183013.0,-37.48
2013,San Francisco,City/County,386174158.0,395805979.0,-9631821.0,-98.27
2013,Los Angeles,Investor,1019714480.0,1002428535.0,17285945.0,9.3
2013,San Francisco,Non-Profit,32171118.0,33793511.0,-1622393.0,-9.37
2013,Los Angeles,State,106104632.0,106104632.0,0.0,-3.24
2013,San Joaquin,Non-Profit,1175766623.0,1183604071.0,-7837448.0,-2.72
2013,San Bernardino,Non-Profit,72209138.0,73206330.0,-997192.0,-4.57
2013,Riverside,Investor,728455222.0,760095181.0,-31639959.0,-19.07
2013,San Bernardino,Non-Profit,5159534621.0,5058525349.0,101009272.0,5.07
2013,Santa Barbara,District,112002587.0,113006926.0,-1004339.0,-10.06
2013,Los Angeles,Non-Profit,1937308044.0,1856359983.0,80948061.0,11.55
2013,Orange,Investor,1202064956.0,1188204879.0,13860077.0,6.57
2013,Los Angeles,Investor,354897477.0,314166109.0,40731368.0,30.35
2013,Ventura,Investor,2028379773.0,1979356982.0,49022791.0,15.77
2013,Santa Clara,Non-Profit,3377600367.0,3168009151.0,209591216.0,14.3
2013,Humboldt,Investor,154883946.0,153691405.0,1192541.0,1.94
2013,Madera,Non-Profit,188247757.0,185556127.0,2691630.0,1.71
2013,Mono,District,98076185.0,91980999.0,6095186.0,3.68
2013,Santa Barbara,Non-Profit,1255298324.0,1249643377.0,5654947.0,1.9
2013,Merced,City/County,3772194.0,3772194.0,0.0,0.0
2013,Marin,Non-Profit,1506470349.0,1498570755.0,7899594.0,4.03
2013,Los Angeles,Investor,409074409.0,409832365.0,-757956.0,-3.27
2013,Calaveras,Non-Profit,139961272.0,136456075.0,3505197.0,2.31
2013,El Dorado,Non-Profit,939985658.0,902053395.0,37932263.0,1.8
2013,Shasta,District,29213245.0,33663305.0,-487546.0,-12.27
2013,Merced,Non-Profit,192078459.0,187886303.0,4192156.0,8.37
2013,Stanislaus,Non-Profit,2339570609.0,2296704583.0,42866026.0,7.84
2013,Los Angeles,Investor,596821059.0,584385442.0,12435617.0,8.64
2013,Mendocino,District,101163294.0,101625907.0,-462613.0,-4.97
2013,Riverside,Investor,212059959.0,219018678.0,-6958719.0,-21.01
2013,San Mateo,Non-Profit,43489557.0,35405295.0,8084262.0,36.6
2013,Sacramento,Non-Profit,2520325024.0,2452689741.0,67635283.0,9.56
2013,Kern,Non-Profit,988325189.0,957839498.0,30485691.0,5.45
2013,Sacramento,Non-Profit,637328146.0,606846514.0,30481632.0,14.19
2013,Siskiyou,Non-Profit,97107693.0,95489274.0,1618419.0,2.63
2013,Shasta,Non-Profit,1443527835.0,1376466806.0,67061029.0,7.45
2013,Merced,Non-Profit,984090844.0,987319497.0,-3228653.0,-0.21
2013,Sacramento,Non-Profit,2280876291.0,2258506379.0,22369912.0,2.24
2013,Alameda,Non-Profit,9451950.0,12666406.0,-3214456.0,-124.71
2013,Sacramento,Non-Profit,1066069319.0,1071826893.0,-5757574.0,-2.62
2013,Los Angeles,Non-Profit,1244858671.0,1236234791.0,8623880.0,1.62
2013,Los Angeles,State,174032266.0,174032266.0,0.0,0.0
2013,Los Angeles,Investor,50395520.0,49005521.0,1389999.0,10.92
2013,Los Angeles,Non-Profit,286871053.0,280458829.0,6412224.0,5.95
2013,Orange,Non-Profit,1814892771.0,1753115200.0,61777571.0,11.46
2013,Modoc,District,28822468.0,27977245.0,845223.0,-10.9
2013,Los Angeles,Investor,128875686.0,114431937.0,14443749.0,32.46
2013,San Bernardino,Non-Profit,159851725.0,161195808.0,-1344083.0,-4.9
2013,Los Angeles,Investor,507185384.0,498570920.0,8614464.0,10.76
2013,Los Angeles,Non-Profit,149779105.0,111894820.0,37884285.0,17.47
2013,San Bernardino,District,36944557.0,36181336.0,763221.0,-17.91
2013,Napa,State,267726692.0,267726692.0,0.0,-0.02
2013,Monterey,City/County,807779926.0,803321257.0,4458669.0,-4.85
2013,Orange,Investor,15800155.0,15719468.0,80687.0,0.78
2013,Orange,Investor,113122048.0,114429703.0,-1307655.0,-5.7
2013,Solano,Non-Profit,2326735366.0,2289729617.0,37005749.0,6.68
2013,Sutter,Investor,4495225.0,4478016.0,17209.0,0.54
2013,Shasta,Investor,104383212.0,97478417.0,6904795.0,17.5
2013,Inyo,District,106032193.0,104242013.0,1790180.0,4.76
2013,Los Angeles,Non-Profit,1733323568.0,1713695641.0,19627927.0,5.43
2013,Marin,Non-Profit,207977113.0,215599981.0,-7622868.0,-11.31
2013,Stanislaus,District,219578141.0,217659816.0,1918325.0,-0.58
2013,Riverside,Investor,3950346.0,3973529.0,-23183.0,-12.96
2013,Santa Clara,Non-Profit,1476122570.0,1498977311.0,-22854741.0,-10.53
2013,Ventura,Non-Profit,105051217.0,106473037.0,-1421820.0,-7.02
2013,Los Angeles,Investor,851135209.0,866796690.0,-15661481.0,-15.84
2013,Orange,Non-Profit,1002455235.0,983297179.0,19158056.0,5.13
2013,Butte,Non-Profit,768549490.0,766490114.0,2059376.0,0.9
2013,Los Angeles,Investor,309920017.0,315199258.0,-5279241.0,-5.58
2013,Ventura,Investor,18422276.0,15536687.0,2885589.0,28.86
2013,Los Angeles,Investor,191612458.0,183088249.0,8524209.0,11.31
2013,Sonoma,District,99610789.0,101036413.0,-1425624.0,-26.04
2013,Los Angeles,Investor,830316046.0,840130361.0,-9814315.0,-7.35
2013,Riverside,District,82766503.0,87099581.0,-4333078.0,-22.47
2013,San Diego,District,1852466649.0,1872866084.0,-20399435.0,-6.81
2013,San Diego,Investor,488563060.0,489546267.0,-983207.0,-2.56
2013,Riverside,Non-Profit,673221980.0,670048685.0,3173295.0,-0.87
2013,Shasta,Investor,36812113.0,35936396.0,875717.0,11.91
2013,San Bernardino,State,305552400.0,279394882.0,26157518.0,8.56
2013,San Mateo,Non-Profit,1564316649.0,1604252001.0,-39935352.0,-9.21
2013,Sonoma,Non-Profit,357354569.0,358677909.0,-1323340.0,-2.94
2013,Imperial,District,416579656.0,418893224.0,-2313568.0,-4.4
2013,Orange,Investor,431794010.0,421034712.0,10759298.0,13.48
2013,Plumas,District,35937662.0,37069731.0,-1132069.0,-9.3
2013,San Diego,District,582705307.0,570903450.0,11801857.0,4.99
2013,Los Angeles,Non-Profit,2814110985.0,2800861247.0,13249738.0,3.02
2013,Tulare,State,160113868.0,160113868.0,0.0,-0.19
2013,Los Angeles,Non-Profit,3007422635.0,2934013524.0,73409111.0,7.0
2013,Los Angeles,Investor,336578994.0,336705924.0,-126930.0,-0.15
2013,San Diego,Investor,87430183.0,94243141.0,-6812958.0,-27.23
2013,Los Angeles,Non-Profit,2288106470.0,2269709136.0,18397334.0,3.62
2013,Los Angeles,Non-Profit,780885524.0,766241949.0,14643575.0,7.12
2013,Los Angeles,Non-Profit,1816991082.0,1800871850.0,16119232.0,3.23
2013,Los Angeles,Non-Profit,2255399835.0,2249223339.0,6176496.0,0.74
2013,Los Angeles,Non-Profit,1396555067.0,1388778166.0,7776901.0,3.03
2013,Napa,Non-Profit,1212700401.0,1199202893.0,13497508.0,1.24
2013,San Diego,Non-Profit,1913999257.0,1753421068.0,160578189.0,14.66
2013,San Bernardino,Investor,176512656.0,172639552.0,3873104.0,8.03
2013,San Bernardino,Non-Profit,1031967541.0,1021273811.0,10693730.0,2.21
2013,Humboldt,Non-Profit,158535245.0,149662316.0,8872929.0,14.94
2013,Santa Clara,Investor,2503816455.0,2478332541.0,25483914.0,6.42
2013,Los Angeles,Non-Profit,96170740.0,91006987.0,5163753.0,8.37
2013,Yuba,Non-Profit,1028360111.0,999284538.0,29075573.0,4.44
2013,Kern,Non-Profit,200561382.0,197466203.0,3095179.0,3.11
2013,Riverside,Investor,11330249.0,12246624.0,-916375.0,-18.68
2013,Riverside,Investor,2785350578.0,2697449502.0,87901076.0,13.47
2013,Riverside,City/County,1654174522.0,1665985817.0,-11811295.0,-13.42
2013,Los Angeles,Non-Profit,3563563184.0,3408797847.0,154765337.0,11.06
2013,Sacramento,City/County,41110856.0,41110865.0,-9.0,0.0
2013,Orange,Non-Profit,1362487292.0,1324815443.0,37671849.0,9.19
2013,Monterey,District,908108868.0,880567287.0,27541581.0,6.68
2013,San Bernardino,Non-Profit,1235087487.0,1239628325.0,-4540838.0,-5.41
2013,San Diego,City/County,90489599.0,90489599.0,0.0,-109.38
2013,Los Angeles,Investor,260342454.0,254766097.0,5576357.0,6.83
2013,San Francisco,City/County,2449462020.0,2419541864.0,29920156.0,3.44
2013,Los Angeles,Non-Profit,1005869810.0,992185176.0,13684634.0,7.96
2013,Riverside,District,222656295.0,222230332.0,425963.0,-22.91
2013,Kern,Non-Profit,1434535326.0,1436268925.0,-1733599.0,-1.91
2013,San Joaquin,City/County,5537034.0,5537034.0,0.0,0.0
2013,San Joaquin,City/County,793614827.0,784081454.0,9533373.0,1.58
2013,Fresno,Investor,61226414.0,56039046.0,5187368.0,15.42
2013,Alameda,Non-Profit,231945061.0,279888660.0,-47943599.0,-98.63
2013,San Luis Obispo,City/County,4738851.0,4738851.0,0.0,-490.26
2013,San Mateo,City/County,482274499.0,463194960.0,19079539.0,-20.77
2013,Contra Costa,Investor,634177534.0,620827941.0,13349593.0,12.17
2013,Santa Barbara,Non-Profit,1384298698.0,1259275490.0,125023208.0,9.71
2013,Santa Clara,City/County,3783161153.0,3399531497.0,383629656.0,-19.82
2013,Los Angeles,Non-Profit,1133523628.0,1093287336.0,40236292.0,10.66
2013,Sonoma,Non-Profit,1737854549.0,1715130437.0,22724112.0,3.33
2013,Santa Barbara,Non-Profit,31605864.0,28823518.0,2782346.0,9.33
2013,San Diego,Non-Profit,1565918366.0,1473550201.0,92368165.0,22.95
2013,San Diego,Non-Profit,837176015.0,812292527.0,24883488.0,10.39
2013,San Diego,Non-Profit,1916736330.0,1824061650.0,92674680.0,17.63
2013,San Diego,Non-Profit,2814927023.0,2774726285.0,40200738.0,5.74
2013,Humboldt,City/County,3710270.0,4866901.0,-1156631.0,-30.79
2013,Plumas,District,26811260.0,27349438.0,-538178.0,-12.47
2013,San Mateo,Non-Profit,1056394242.0,1032528121.0,23866121.0,2.67
2013,San Mateo,Non-Profit,1499096672.0,1524080156.0,-24983484.0,-11.02
2013,San Diego,Non-Profit,1550343632.0,1530679495.0,19664137.0,0.77
2013,San Diego,Non-Profit,275415289.0,271423480.0,3991809.0,-0.38
2013,San Diego,Non-Profit,3077984133.0,3008629662.0,69354471.0,8.33
2013,San Diego,Non-Profit,3848730311.0,3667620596.0,181109715.0,15.44
2013,San Diego,Non-Profit,219978290.0,218936084.0,1042206.0,-2.12
2013,San Diego,Non-Profit,10333012.0,9002401.0,1330611.0,27.97
2013,Shasta,Investor,801499605.0,792956339.0,8543266.0,5.06
2013,Los Angeles,Non-Profit,298781587.0,293313573.0,5468014.0,5.51
2013,Los Angeles,Non-Profit,169140.0,27798150.0,-27629010.0,-16334.99
2013,Nevada,Non-Profit,476328012.0,457925648.0,18402364.0,-0.43
2013,Tulare,District,579832903.0,572303086.0,7529817.0,6.78
2013,Sacramento,Investor,48929346.0,38404671.0,10524675.0,31.03
2013,San Luis Obispo,Investor,676320017.0,663154099.0,13165918.0,9.34
2013,Los Angeles,Investor,196004384.0,194393712.0,1610672.0,1.08
2013,Ventura,Non-Profit,469550058.0,470623330.0,-1073272.0,-2.03
2013,Sonoma,State,155793260.0,155793260.0,0.0,-1.08
2013,Sonoma,District,247768093.0,47318005.0,1958737.0,-14.9
2013,Tuolumne,Non-Profit,767649228.0,753863070.0,13786158.0,5.11
2013,Inyo,District,18531412.0,7796818.0,129064.0,-15.49
2013,Riverside,Investor,778560115.0,780180222.0,-1620107.0,-1.69
2013,Fresno,Non-Profit,1649002368.0,1624252707.0,24749661.0,0.72
2013,San Bernardino,Non-Profit,1421149939.0,1431962849.0,-10812910.0,-3.69
2013,Tehama,Non-Profit,301215851.0,284109813.0,17106038.0,7.19
2013,Los Angeles,Non-Profit,1365007541.0,1320433405.0,44574136.0,7.17
2013,San Francisco,Non-Profit,863618144.0,852104825.0,11513319.0,-1.32
2013,Napa,Non-Profit,789749243.0,792425631.0,-2676388.0,-1.82
2013,Lake,Non-Profit,209755047.0,212079672.0,-2324625.0,-3.49
2013,Solano,Non-Profit,75680009.0,74352758.0,1327251.0,6.02
2013,Los Angeles,Non-Profit,1028955064.0,1090985587.0,-62030523.0,-19.46
2013,Ventura,Non-Profit,393559269.0,390598885.0,2960384.0,2.88
2013,Ventura,Non-Profit,1005672578.0,1012725068.0,-7052490.0,-3.77
2013,Humboldt,Non-Profit,791391904.0,778777404.0,12614500.0,6.84
2013,Orange,Non-Profit,2257927466.0,2214610020.0,43317446.0,-5.53
2013,San Joaquin,Non-Profit,38268310.0,38495020.0,-226710.0,-4.68
2013,San Joaquin,Non-Profit,1868408685.0,1852625353.0,15783332.0,-4.83
2013,Orange,Non-Profit,1775080338.0,1715527850.0,59552488.0,4.83
2013,Santa Clara,Non-Profit,423200243.0,437722027.0,-14521784.0,-13.45
2013,San Bernardino,Non-Profit,1255409008.0,1237568749.0,17840259.0,4.73
2013,Los Angeles,Non-Profit,817446568.0,828559940.0,-11113372.0,-5.07
2013,San Francisco,Non-Profit,878064716.0,876713473.0,1351243.0,-2.93
2013,Alameda,Non-Profit,680428511.0,681996510.0,-1567999.0,-2.43
2013,Los Angeles,Non-Profit,1171102323.0,1206215394.0,-35113071.0,-19.18
2013,Santa Clara,Non-Profit,9839928798.0,9372467439.0,467461359.0,9.89
2013,Stanislaus,Investor,132194578.0,130314356.0,1880222.0,3.1
2013,Los Angeles,Investor,3401281.0,3082376.0,318905.0,5.53
2013,Modoc,District,4766181.0,5544805.0,-778624.0,-23.58
2013,Amador,Non-Profit,205679830.0,211178980.0,-5499150.0,-9.81
2013,Placer,Non-Profit,396506467.0,411678568.0,-15172101.0,-15.13
2013,Sacramento,Non-Profit,51468783.0,61228377.0,-9759594.0,-39.31
